year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan
2012,9,12,23,3,9.0,63.0,1014.0,16.0,1,0.012550266529505284,0.0,0.0,10,18317,8.0,14.0,11.0
2014,5,10,20,1,3.0,34.0,1015.0,19.0,2,0.012550266529505284,0.0,0.0,54,18318,66.0,45.0,42.0
2014,3,1,16,1,-27.0,4.0,1020.0,12.0,1,0.013373234826522026,0.0,0.0,14,18319,20.0,16.0,7.0
2015,6,13,21,2,18.0,82.0,1008.0,21.0,4,0.0008416721219489386,0.0,0.0,24,18320,25.0,17.0,25.0
2015,11,15,22,3,4.0,86.0,1029.0,9.0,2,0.04350509679229403,0.0,0.0,44,18321,48.0,294.0,44.0
2013,2,3,11,4,-3.0,92.0,1021.0,-2.0,2,0.013391938651454223,0.3,3.1,194,18322,161.0,161.0,161.0
2015,6,1,5,2,17.0,68.0,1000.0,23.0,4,0.0016646404189656786,0.0,0.0,97,18323,94.0,87.0,95.0
2012,3,26,21,1,-2.0,49.0,1017.0,8.0,4,0.003329280837931357,0.0,0.0,237,18324,212.0,216.0,203.0
2011,11,9,4,3,-1.0,80.0,1027.0,2.0,1,0.027588141774992987,0.0,0.0,27,18325,20.0,32.0,21.0
2014,7,19,11,2,23.0,52.0,1009.0,34.0,2,0.011708594407556346,0.0,0.0,66,18326,79.0,61.0,68.0
2014,3,26,11,1,8.0,51.0,1012.0,18.0,4,0.014981763770691107,0.0,0.0,331,18327,294.0,326.0,321.0
2013,3,30,3,1,-8.0,44.0,1022.0,3.0,4,0.0008416721219489386,0.0,0.0,85,18328,71.0,77.0,70.0
2011,12,30,16,4,-8.0,63.0,1031.0,-2.0,4,0.003329280837931357,0.0,0.0,201,18329,183.0,198.0,187.0
2011,7,21,3,2,22.0,94.0,1003.0,23.0,4,0.0016646404189656786,0.1,0.1,89,18330,89.0,92.0,83.0
2015,1,1,5,4,-22.0,23.0,1034.0,-4.0,1,0.045132329561395304,0.0,0.0,6,18331,3.0,18.0,3.0
2010,2,28,3,4,-4.0,86.0,1019.0,-2.0,3,0.0016646404189656786,0.0,0.0,138,18332,109.0,127.0,113.0
2012,6,8,18,2,15.0,35.0,997.0,32.0,2,0.06269522117272983,0.0,0.0,46,18333,42.0,50.0,39.0
2010,5,31,20,1,14.0,60.0,1015.0,22.0,4,0.0016646404189656786,0.2,0.2,60,18334,57.0,67.0,56.0
2012,10,31,21,3,-1.0,69.0,1019.0,4.0,4,0.008323202094828393,0.0,0.0,76,18335,66.0,73.0,70.0
2015,1,13,7,4,-11.0,67.0,1033.0,-6.0,1,0.005012625081829235,0.0,0.0,157,18336,127.0,172.0,141.0
2010,7,9,21,2,20.0,88.0,1007.0,22.0,4,0.0016646404189656786,3.8,17.1,74,18337,73.0,82.0,64.0
2015,9,4,2,3,19.0,83.0,1014.0,22.0,2,0.05772000374076499,0.0,0.0,62,18338,69.0,46.0,53.0
2011,6,22,12,2,21.0,69.0,999.0,27.0,4,0.0016646404189656786,0.0,0.0,337,18339,287.0,368.0,320.0
2015,8,14,11,2,17.0,43.0,1003.0,31.0,1,0.048480314224258865,0.0,0.0,26,18340,17.0,16.0,12.0
2011,8,21,19,2,19.0,61.0,1009.0,27.0,2,0.053511643131020296,0.0,0.0,77,18341,79.0,76.0,87.0
2010,1,10,15,4,-13.0,53.0,1030.0,-5.0,1,0.02676517347797625,0.0,0.0,71,18342,64.0,65.0,67.0
2014,6,19,23,2,17.0,68.0,1006.0,23.0,4,0.003329280837931357,0.0,0.0,78,18343,72.0,76.0,69.0
2011,7,13,7,2,21.0,83.0,1006.0,24.0,2,0.05854297203778173,0.0,0.0,97,18344,105.0,121.0,101.0
2014,3,16,3,1,-10.0,28.0,1015.0,7.0,4,0.003329280837931357,0.0,0.0,140,18345,121.0,129.0,129.0
2011,9,5,6,3,17.0,100.0,1013.0,17.0,3,0.0016646404189656786,0.0,0.0,85,18346,74.0,89.0,73.0
2014,8,11,3,2,18.0,78.0,1004.0,22.0,1,0.025923501356027306,0.0,0.0,26,18347,35.0,77.0,39.0
2012,4,10,10,1,6.0,37.0,1010.0,21.0,2,0.05268867483400356,0.0,0.0,50,18348,50.0,49.0,54.0
2015,6,8,1,2,8.0,48.0,1007.0,19.0,1,0.04511362573646311,0.0,0.0,14,18349,9.0,3.0,9.0
2015,1,28,19,4,-16.0,33.0,1032.0,-2.0,2,0.010043953988590667,0.0,0.0,88,18350,59.0,97.0,100.0
2015,1,26,4,4,-7.0,100.0,1023.0,-7.0,1,0.005012625081829235,0.0,0.0,253,18351,235.0,302.0,266.0
2011,1,11,19,4,-23.0,19.0,1024.0,-3.0,1,0.1998503694005424,0.0,0.0,20,18352,17.0,17.0,15.0
2015,9,16,12,3,15.0,53.0,1019.0,25.0,4,0.005012625081829235,0.0,0.0,120,18353,151.0,12.0,159.0
2010,11,25,5,3,-12.0,53.0,1028.0,-4.0,1,0.012550266529505284,0.0,0.0,22,18354,16.0,23.0,19.0
2015,11,28,13,3,-5.0,69.0,1029.0,0.0,4,0.0016646404189656786,0.0,0.0,306,18355,333.0,333.0,329.0
2010,2,15,12,4,-23.0,19.0,1036.0,-3.0,1,0.031777798559805476,0.0,0.0,11,18356,10.0,8.0,10.0
2014,3,4,23,1,-23.0,15.0,1030.0,0.0,1,0.19732535303469562,0.0,0.0,14,18357,11.0,13.0,7.0
2014,3,21,9,1,-14.0,12.0,1024.0,14.0,4,0.004993921256897036,0.0,0.0,21,18358,23.0,19.0,33.0
2011,4,19,0,1,0.0,49.0,1020.0,10.0,2,0.009202281866641729,0.0,0.0,63,18359,62.0,60.0,60.0
2011,5,14,17,1,-1.0,15.0,1004.0,28.0,2,0.03931544000748153,0.0,0.0,40,18360,50.0,39.0,33.0
2011,4,13,12,1,6.0,35.0,1012.0,22.0,2,0.010866922285607407,0.0,0.0,125,18361,134.0,126.0,124.0
2011,5,10,12,1,3.0,22.0,1008.0,26.0,2,0.0033479846628635557,0.0,0.0,28,18362,28.0,27.0,31.0
2014,12,14,13,4,-18.0,15.0,1025.0,6.0,4,0.005012625081829235,0.0,0.0,49,18363,39.0,59.0,47.0
2010,1,29,2,4,-21.0,25.0,1026.0,-4.0,4,0.0016646404189656786,0.0,0.0,20,18364,19.0,28.0,20.0
2010,4,14,8,1,-10.0,32.0,1030.0,5.0,3,0.005854297203778173,0.0,0.0,30,18365,23.0,29.0,26.0
2010,8,19,12,2,21.0,65.0,1012.0,28.0,1,0.051865706536986814,0.0,0.0,75,18366,78.0,68.0,81.0
2011,2,27,0,4,-3.0,86.0,1026.0,-1.0,3,0.0016646404189656786,0.0,0.0,127,18367,101.0,118.0,105.0
2012,10,14,15,3,7.0,66.0,1020.0,14.0,4,0.10653698681380343,0.0,0.0,29,18368,31.0,34.0,27.0
2012,3,22,19,1,-1.0,49.0,1020.0,9.0,2,0.048480314224258865,0.0,0.0,71,18369,68.0,66.0,67.0
2013,12,30,17,4,-22.0,11.0,1015.0,6.0,1,0.23658468156738052,0.0,0.0,36,18370,27.0,20.0,27.0
2012,10,31,7,3,-2.0,80.0,1023.0,1.0,4,0.003329280837931357,0.0,0.0,34,18371,31.0,49.0,31.0
2014,5,14,4,1,-2.0,25.0,1005.0,18.0,1,0.23744505751426168,0.0,0.0,29,18372,36.0,20.0,21.0
2012,2,20,18,4,-15.0,25.0,1019.0,3.0,2,0.015056579070419903,0.0,0.0,236,18373,206.0,193.0,185.0
2010,8,30,6,2,18.0,88.0,1008.0,20.0,1,0.0066959693257271115,0.0,0.0,111,18374,94.0,89.0,96.0
2012,3,7,5,1,-10.0,46.0,1021.0,0.0,4,0.0016646404189656786,0.0,0.0,14,18375,14.0,21.0,13.0
2014,9,15,19,3,4.0,27.0,1016.0,24.0,2,0.024240157112129432,0.0,0.0,20,18376,17.0,16.0,23.0
2010,11,11,2,3,-1.0,60.0,1010.0,6.0,1,0.0033479846628635557,0.0,0.0,154,18377,138.0,176.0,161.0
2014,1,30,9,4,-23.0,11.0,1020.0,4.0,4,0.0016646404189656786,0.0,0.0,26,18378,16.0,34.0,19.0
2013,6,1,11,2,-4.0,10.0,1007.0,30.0,4,0.0033479846628635557,0.0,0.0,26,18379,38.0,24.0,34.0
2010,2,1,1,4,-9.0,68.0,1027.0,-4.0,3,0.0016646404189656786,0.0,0.0,67,18380,55.0,62.0,60.0
2013,1,5,1,4,-20.0,60.0,1028.0,-14.0,4,0.0016646404189656786,0.0,0.0,111,18381,96.0,117.0,100.0
2013,8,23,18,2,12.0,29.0,1007.0,32.0,4,0.0016646404189656786,0.0,0.0,19,18382,18.0,21.0,12.0
2014,7,1,0,2,15.0,45.0,1005.0,28.0,2,0.0877770504068082,0.0,0.0,58,18383,76.0,57.0,56.0
2014,8,31,10,2,21.0,88.0,1013.0,23.0,3,0.005854297203778173,0.0,0.0,61,18384,92.0,68.0,68.0
2013,7,27,9,2,22.0,88.0,1001.0,24.0,4,0.003329280837931357,0.0,0.0,87,18385,93.0,100.0,99.0
2013,6,6,13,2,18.0,93.0,1010.0,19.0,2,0.0016646404189656786,0.0,0.0,165,18386,86.0,156.0,129.0
2015,5,27,21,1,15.0,50.0,1004.0,26.0,2,0.10030861311138128,0.0,0.0,107,18387,3.0,92.0,96.0
2015,7,10,17,2,18.0,41.0,1007.0,33.0,2,0.04683437763022538,0.0,0.0,51,18388,58.0,52.0,52.0
2011,1,24,0,4,-21.0,34.0,1034.0,-8.0,1,0.48916113345179085,0.0,0.0,11,18389,9.0,10.0,9.0
2015,5,5,14,1,2.0,19.0,1003.0,27.0,4,0.0066959693257271115,0.0,0.0,65,18390,53.0,85.0,45.0
2014,9,4,5,3,15.0,100.0,1005.0,15.0,1,0.0016646404189656786,0.0,0.0,53,18391,54.0,72.0,49.0
2011,1,31,18,4,-20.0,13.0,1025.0,6.0,1,0.11117553539698868,0.0,0.0,46,18392,39.0,39.0,41.0
2011,7,15,15,2,22.0,65.0,1005.0,29.0,2,0.021752548396147015,0.0,0.0,91,18393,101.0,128.0,104.0
2013,8,12,0,2,23.0,88.0,1004.0,25.0,2,0.014214906948470963,0.0,0.0,61,18394,105.0,130.0,39.0
2014,10,5,6,3,11.0,100.0,1024.0,11.0,1,0.0016646404189656786,0.0,0.0,54,18395,52.0,58.0,50.0
2013,9,1,19,3,15.0,53.0,1012.0,25.0,2,0.015056579070419903,0.0,0.0,66,18396,61.0,61.0,53.0
2011,10,23,11,3,7.0,76.0,1021.0,11.0,3,0.01672121948938558,0.5,0.5,19,18397,16.0,39.0,17.0
2010,3,16,5,1,-10.0,79.0,1023.0,-7.0,4,0.0016646404189656786,0.0,0.0,55,18398,45.0,59.0,54.0
2012,8,30,3,2,22.0,88.0,1009.0,24.0,2,0.0016646404189656786,0.0,0.0,281,18399,279.0,205.0,213.0
2013,7,1,12,2,23.0,83.0,1000.0,26.0,3,0.0016646404189656786,0.0,0.0,172,18400,177.0,188.0,187.0
2015,2,21,17,4,-7.0,44.0,1016.0,4.0,1,0.035107079397736836,0.0,0.0,37,18401,43.0,47.0,41.0
2010,7,2,11,2,18.0,43.0,1000.0,32.0,4,0.005012625081829235,0.0,0.0,23,18402,23.0,24.0,25.0
2012,9,28,16,3,-9.0,11.0,1016.0,23.0,1,0.3829608154867671,0.0,0.0,1,18403,7.0,8.0,9.0
2013,4,12,16,1,-8.0,11.0,1008.0,23.0,2,0.025923501356027306,0.0,0.0,45,18404,58.0,55.0,58.0
2012,6,27,4,2,20.0,94.0,1013.0,21.0,4,0.003329280837931357,0.0,0.0,127,18405,124.0,129.0,112.0
2012,4,6,23,1,-8.0,35.0,1022.0,6.0,2,0.054353315252969235,0.0,0.0,18,18406,14.0,19.0,16.0
2014,1,12,17,4,-27.0,9.0,1035.0,2.0,4,0.005854297203778173,0.0,0.0,40,18407,36.0,27.0,27.0
2013,11,6,5,3,0.0,86.0,1016.0,2.0,1,0.012550266529505284,0.0,0.0,238,18408,155.0,234.0,219.0
2012,10,28,15,3,-4.0,26.0,1025.0,15.0,2,0.020892172449265875,0.0,0.0,26,18409,23.0,23.0,25.0
2012,1,3,17,4,-20.0,25.0,1032.0,-3.0,1,0.5117179463200224,0.0,0.0,8,18410,8.0,8.0,9.0
2015,12,1,14,4,0.0,100.0,1017.0,0.0,4,0.003329280837931357,0.0,0.0,620,18411,671.0,671.0,637.0
2015,4,1,3,1,5.0,93.0,1022.0,6.0,4,0.0025063125409146175,0.0,0.0,85,18412,82.0,91.0,85.0
2012,10,23,18,3,7.0,66.0,1013.0,13.0,2,0.0016646404189656786,0.0,0.0,83,18413,83.0,99.0,83.0
2014,4,23,2,1,9.0,59.0,1011.0,17.0,2,0.11287758346581876,0.0,0.0,98,18414,82.0,80.0,91.0
2015,11,3,1,3,1.0,86.0,1022.0,3.0,4,0.003329280837931357,0.0,0.0,175,18415,154.0,83.0,167.0
2015,5,7,11,1,1.0,24.0,1011.0,22.0,2,0.0033479846628635557,0.0,0.0,63,18416,73.0,74.0,52.0
2013,12,20,0,4,-19.0,40.0,1032.0,-8.0,1,0.018404563733283457,0.0,0.0,117,18417,107.0,69.0,106.0
2015,11,12,16,3,6.0,86.0,1029.0,8.0,3,0.010043953988590667,0.0,0.0,188,18418,187.0,207.0,197.0
2013,10,4,12,3,10.0,55.0,1014.0,19.0,2,0.0033479846628635557,0.0,0.0,159,18419,139.0,184.0,181.0
2010,6,1,6,2,14.0,82.0,1017.0,17.0,4,0.0016646404189656786,0.0,0.0,87,18420,71.0,89.0,76.0
2015,1,29,0,4,-14.0,39.0,1031.0,-2.0,2,0.029290189843823065,0.0,0.0,118,18421,137.0,120.0,127.0
2010,10,10,11,3,15.0,88.0,1012.0,17.0,2,0.0033479846628635557,0.0,0.0,428,18422,367.0,365.0,402.0
2015,4,17,3,1,-4.0,30.0,1009.0,13.0,2,0.1137005517628355,0.0,0.0,51,18423,47.0,62.0,225.0
2015,10,23,4,3,8.0,93.0,1020.0,9.0,3,0.0016646404189656786,0.0,0.0,33,18424,41.0,63.0,39.0
2014,7,16,2,2,20.0,78.0,1003.0,24.0,2,0.0033479846628635557,0.0,0.0,113,18425,122.0,115.0,102.0
2013,10,11,20,3,7.0,58.0,1015.0,15.0,2,0.010043953988590667,0.0,0.0,149,18426,142.0,140.0,126.0
2011,9,24,12,3,13.0,44.0,1014.0,26.0,4,0.0016646404189656786,0.0,0.0,125,18427,128.0,125.0,117.0
2013,9,21,6,3,15.0,82.0,1016.0,18.0,4,0.0008416721219489386,0.0,0.0,42,18428,35.0,37.0,36.0
2015,6,6,17,2,17.0,57.0,1003.0,26.0,1,0.011708594407556346,0.0,0.0,22,18429,24.0,10.0,30.0
2010,2,17,11,4,-23.0,16.0,1028.0,-1.0,1,0.13962405311886283,0.0,0.0,18,18430,11.0,13.0,13.0
2015,3,17,8,1,5.0,93.0,1021.0,6.0,4,0.003329280837931357,0.0,0.0,315,18431,268.0,364.0,325.0
2011,1,15,14,4,-25.0,17.0,1038.0,-4.0,1,0.5735714953708034,0.0,0.0,17,18432,12.0,12.0,11.0
2010,5,31,14,1,10.0,32.0,1014.0,28.0,4,0.015056579070419903,0.0,0.0,39,18433,43.0,36.0,33.0
2010,12,21,21,4,-6.0,74.0,1013.0,-2.0,4,0.008323202094828393,0.0,0.0,615,18434,555.0,549.0,600.0
2015,11,25,20,3,-17.0,48.0,1034.0,-8.0,1,0.18561675862713925,0.0,0.0,8,18435,3.0,36.0,10.0
2014,6,13,11,2,16.0,40.0,1008.0,31.0,4,0.005854297203778173,0.0,0.0,25,18436,21.0,21.0,30.0
2015,7,15,9,2,17.0,51.0,1005.0,28.0,1,0.005854297203778173,0.0,0.0,26,18437,30.0,36.0,3.0
2010,6,19,2,2,16.0,88.0,1005.0,18.0,2,0.0016646404189656786,0.0,0.0,96,18438,89.0,95.0,88.0
2014,8,31,1,2,20.0,94.0,1013.0,21.0,4,0.0016646404189656786,0.0,0.0,131,18439,99.0,98.0,90.0
2012,6,13,18,2,13.0,47.0,999.0,25.0,2,0.045992705508276444,0.0,0.0,48,18440,46.0,46.0,41.0
2015,4,28,2,1,11.0,67.0,1006.0,17.0,3,0.0033479846628635557,0.0,0.0,26,18441,29.0,57.0,32.0
2010,10,24,15,3,3.0,75.0,1025.0,7.0,3,0.10535864584307492,0.0,0.0,10,18442,9.0,15.0,5.0
2011,3,25,11,1,-15.0,14.0,1030.0,11.0,1,0.06185354905078089,0.0,0.0,22,18443,19.0,19.0,18.0
2015,4,17,0,1,-5.0,23.0,1010.0,16.0,2,0.09363134761058638,0.0,0.0,45,18444,53.0,62.0,225.0
2010,10,7,14,3,13.0,56.0,1015.0,22.0,2,0.009202281866641729,0.0,0.0,344,18445,307.0,312.0,332.0
2013,5,29,11,1,0.0,17.0,1010.0,27.0,1,0.16805386701580474,0.0,0.0,15,18446,3.0,9.0,3.0
2013,9,9,19,3,16.0,73.0,1011.0,21.0,2,0.050182362293088936,0.0,0.0,99,18447,95.0,89.0,90.0
2013,8,14,0,2,19.0,73.0,1003.0,24.0,3,0.005854297203778173,0.0,0.0,73,18448,79.0,85.0,78.0
2014,4,26,21,1,9.0,67.0,1021.0,15.0,2,0.04096137660151501,0.0,0.0,35,18449,34.0,125.0,45.0
2015,7,21,19,2,24.0,78.0,1003.0,28.0,2,0.035967455344617975,0.0,0.0,95,18450,123.0,120.0,114.0
2015,1,7,22,4,-10.0,67.0,1031.0,-5.0,4,0.0016646404189656786,0.0,0.0,74,18451,75.0,134.0,99.0
2011,4,13,9,1,5.0,45.0,1013.0,17.0,4,0.003329280837931357,0.0,0.0,142,18452,135.0,135.0,135.0
2010,3,3,9,1,-8.0,54.0,1026.0,0.0,4,0.0016646404189656786,0.0,0.0,133,18453,119.0,115.0,123.0
2012,3,14,7,1,-16.0,23.0,1025.0,3.0,3,0.05184700271205461,0.0,0.0,17,18454,10.0,19.0,13.0
2013,10,1,13,3,14.0,64.0,1016.0,21.0,1,0.010866922285607407,0.0,0.0,16,18455,17.0,15.0,14.0
2013,12,27,12,4,-21.0,18.0,1030.0,0.0,1,0.7767324417843449,0.0,0.0,27,18456,17.0,15.0,14.0
2015,5,2,5,1,12.0,93.0,1010.0,13.0,4,0.0016646404189656786,0.0,0.0,42,18457,37.0,240.0,38.0
2013,10,12,20,3,10.0,63.0,1017.0,17.0,4,0.008323202094828393,0.0,0.0,106,18458,108.0,81.0,76.0
2015,10,1,14,3,0.0,23.0,1012.0,22.0,1,0.2566912933694941,0.0,0.0,3,18459,3.0,58.0,4.0
2014,4,30,6,1,9.0,81.0,1010.0,12.0,3,0.004993921256897036,0.0,0.0,115,18460,104.0,113.0,106.0
2011,8,30,19,2,22.0,69.0,1007.0,28.0,2,0.028429813896941925,0.0,0.0,152,18461,172.0,167.0,149.0
2015,2,14,21,4,-7.0,59.0,1014.0,0.0,3,0.0016646404189656786,0.0,0.0,380,18462,389.0,419.0,397.0
2014,7,21,11,2,21.0,58.0,1002.0,30.0,1,0.05934723650986627,0.0,0.0,12,18463,12.0,49.0,10.0
2010,7,21,9,2,22.0,74.0,1007.0,27.0,1,0.0033479846628635557,0.0,0.0,70,18464,80.0,94.0,81.0
2010,8,31,6,2,18.0,88.0,1010.0,20.0,1,0.005012625081829235,0.0,0.0,112,18465,107.0,105.0,102.0
2010,1,7,14,4,-20.0,34.0,1033.0,-7.0,1,0.04264472084541289,0.0,0.0,51,18466,36.0,41.0,44.0
2010,11,23,19,3,-6.0,48.0,1019.0,4.0,1,0.0033479846628635557,0.0,0.0,235,18467,212.0,217.0,205.0
2015,8,31,18,2,20.0,94.0,1012.0,21.0,4,0.00834190591976059,0.0,0.0,25,18468,29.0,46.0,20.0
2012,1,18,1,4,-3.0,92.0,1025.0,-2.0,4,0.0016646404189656786,0.0,0.0,344,18469,294.0,315.0,314.0
2010,6,18,23,2,17.0,88.0,1005.0,19.0,2,0.0016646404189656786,0.0,0.0,70,18470,67.0,62.0,62.0
2010,7,31,15,2,20.0,49.0,1000.0,32.0,3,0.06686617413261012,0.0,0.0,21,18471,32.0,44.0,24.0
2014,11,24,17,3,-9.0,30.0,1026.0,7.0,2,0.019227532030300195,0.0,0.0,44,18472,20.0,47.0,43.0
2012,9,11,18,3,18.0,73.0,1008.0,23.0,2,0.06187225287571308,0.0,0.0,92,18473,99.0,89.0,93.0
2015,4,23,8,1,7.0,55.0,1014.0,16.0,3,0.005854297203778173,26.775775136867406,27.046892776071576,99,18474,103.0,111.0,108.0
2010,3,3,2,1,-5.0,79.0,1025.0,-2.0,4,0.0016646404189656786,0.0,0.0,158,18475,128.0,132.0,102.0
2011,6,3,0,2,10.0,43.0,1001.0,23.0,1,0.01672121948938558,0.0,0.0,68,18476,70.0,68.0,62.0
2014,1,28,0,4,-24.0,12.0,1028.0,2.0,3,0.009202281866641729,0.0,0.0,9,18477,6.0,15.0,5.0
2011,6,4,6,2,9.0,46.0,1007.0,21.0,1,0.0033479846628635557,0.0,0.0,44,18478,39.0,44.0,41.0
2010,9,7,4,3,22.0,94.0,1012.0,23.0,4,0.0016646404189656786,0.0,0.0,161,18479,151.0,143.0,154.0
2013,8,21,13,2,20.0,58.0,1007.0,29.0,2,0.015056579070419903,0.0,0.0,95,18480,131.0,81.0,140.0
2010,2,28,14,4,-18.0,18.0,1023.0,4.0,3,0.07859347236509867,0.0,0.0,13,18481,14.0,12.0,13.0
2013,8,31,6,2,10.0,72.0,1012.0,15.0,1,0.018404563733283457,0.0,0.0,21,18482,19.0,48.0,19.0
2011,12,5,18,4,-1.0,92.0,1032.0,0.0,4,0.0016646404189656786,0.0,0.0,335,18483,288.0,282.0,276.0
2014,3,14,9,1,-23.0,7.0,1022.0,11.0,1,0.12542784999532405,0.0,0.0,16,18484,12.0,20.0,15.0
2011,2,12,4,4,-20.0,37.0,1035.0,-8.0,3,0.030094454315907605,0.0,0.0,10,18485,8.0,8.0,10.0
2011,6,20,11,2,20.0,58.0,1005.0,29.0,4,0.0016646404189656786,0.0,0.0,173,18486,188.0,186.0,179.0
2011,12,27,18,4,-8.0,68.0,1029.0,-3.0,2,0.0016646404189656786,0.0,0.0,250,18487,247.0,276.0,238.0
2015,2,28,18,4,-3.0,74.0,1023.0,1.0,2,0.012550266529505284,0.0,0.0,224,18488,265.0,27.0,227.0
2011,4,10,21,1,-19.0,10.0,1022.0,11.0,1,0.08442906574394464,0.0,0.0,22,18489,23.0,22.0,20.0
2010,10,21,19,3,9.0,87.0,1021.0,11.0,2,0.013373234826522026,0.0,0.0,161,18490,142.0,154.0,147.0
2015,1,24,21,4,-3.0,86.0,1028.0,-1.0,2,0.0016646404189656786,0.0,0.0,76,18491,98.0,102.0,81.0
2015,9,9,3,3,17.0,88.0,1017.0,19.0,3,0.0033479846628635557,0.0,0.0,65,18492,70.0,70.0,64.0
2010,11,16,22,3,-4.0,86.0,1023.0,-1.0,1,0.5588328813242308,0.0,0.0,227,18493,208.0,234.0,205.0
2012,3,3,22,1,-8.0,58.0,1027.0,-1.0,2,0.10535864584307492,0.0,0.0,106,18494,91.0,86.0,87.0
2015,6,2,12,2,2.0,15.0,1009.0,31.0,3,0.009202281866641729,0.0,0.0,22,18495,12.0,8.0,13.0
2013,1,4,13,4,-22.0,24.0,1031.0,-5.0,1,0.009202281866641729,0.0,0.0,74,18496,65.0,63.0,69.0
2015,1,28,5,4,-19.0,32.0,1035.0,-5.0,1,0.005854297203778173,0.0,0.0,9,18497,12.0,7.0,10.0
2015,7,11,21,2,19.0,58.0,1005.0,28.0,2,0.04262601702048069,0.0,0.0,64,18498,75.0,57.0,43.0
2014,8,27,8,2,13.0,47.0,1014.0,25.0,1,0.015056579070419903,0.0,0.0,24,18499,21.0,27.0,17.0
2012,12,11,11,4,-10.0,58.0,1034.0,-3.0,1,0.018404563733283457,0.0,0.0,107,18500,94.0,120.0,94.0
2011,9,7,14,3,13.0,37.0,1004.0,29.0,2,0.028429813896941925,0.0,0.0,50,18501,52.0,51.0,52.0
2012,9,6,23,3,18.0,100.0,1017.0,18.0,4,0.003329280837931357,0.6,11.5,143,18502,121.0,132.0,107.0
2014,6,17,2,2,16.0,73.0,1003.0,21.0,2,0.0342654072757879,7.6,7.6,84,18503,164.0,140.0,147.0
2013,12,19,7,4,-19.0,40.0,1031.0,-8.0,1,0.022575516693163752,0.0,0.0,16,18504,8.0,236.0,184.0
2011,4,21,2,1,7.0,55.0,1008.0,16.0,3,0.0033479846628635557,0.0,0.0,167,18505,171.0,166.0,141.0
2014,12,29,5,4,-12.0,67.0,1014.0,-7.0,4,0.015823435892640045,0.0,0.0,171,18506,162.0,262.0,212.0
2010,10,11,19,3,4.0,47.0,1021.0,15.0,1,0.010866922285607407,0.0,0.0,9,18507,7.0,16.0,7.0
2014,3,13,1,1,-23.0,13.0,1026.0,2.0,1,0.015898251192368842,0.0,0.0,20,18508,22.0,27.0,17.0
2012,1,12,6,4,-17.0,71.0,1027.0,-13.0,1,0.006677265500794912,0.0,0.0,146,18509,130.0,147.0,126.0
2014,7,7,14,2,23.0,62.0,1002.0,31.0,2,0.051865706536986814,0.0,0.0,182,18510,237.0,223.0,197.0
2012,4,27,9,1,0.0,23.0,998.0,22.0,1,0.009202281866641729,0.0,0.0,99,18511,94.0,100.0,86.0
2012,9,21,20,3,14.0,56.0,1011.0,23.0,2,0.057701299915832796,0.0,0.0,71,18512,75.0,59.0,66.0
2010,12,7,22,4,-14.0,31.0,1012.0,1.0,3,0.0016646404189656786,0.0,0.0,67,18513,59.0,73.0,55.0
2012,9,30,1,3,7.0,71.0,1019.0,12.0,3,0.0033479846628635557,0.0,0.0,2,18514,4.0,23.0,8.0
2012,12,30,13,4,-19.0,24.0,1024.0,-1.0,1,0.15383896006733377,0.0,0.0,17,18515,16.0,11.0,13.0
2014,7,1,1,2,16.0,54.0,1005.0,26.0,2,0.09112503506967175,0.0,0.0,59,18516,64.0,64.0,62.0
2014,6,3,10,2,12.0,37.0,1009.0,28.0,1,0.028429813896941925,0.0,0.0,33,18517,25.0,39.0,31.0
2014,12,4,11,4,-21.0,20.0,1027.0,-1.0,1,0.05517628354998597,0.0,0.0,9,18518,6.0,10.0,12.0
2015,10,31,20,3,1.0,75.0,1029.0,5.0,4,0.003329280837931357,0.0,0.0,69,18519,76.0,19.0,71.0
2013,11,23,17,3,-7.0,24.0,1019.0,13.0,2,0.00751893762274385,0.0,0.0,249,18520,272.0,199.0,236.0
2014,5,31,11,1,14.0,37.0,1008.0,30.0,2,0.0033479846628635557,0.0,0.0,125,18521,135.0,128.0,131.0
2015,4,2,18,1,5.0,62.0,999.0,12.0,2,0.0033479846628635557,0.0,0.0,17,18522,22.0,22.0,21.0
2014,8,9,13,2,18.0,45.0,1006.0,31.0,2,0.011708594407556346,0.0,0.0,58,18523,63.0,67.0,63.0
2010,4,7,7,1,-3.0,64.0,1025.0,3.0,3,0.0016646404189656786,0.0,0.0,78,18524,71.0,72.0,69.0
2013,8,18,11,2,14.0,33.0,1009.0,32.0,1,0.011708594407556346,0.0,0.0,12,18525,9.0,10.0,20.0
2011,1,12,14,4,-21.0,18.0,1022.0,0.0,2,0.00751893762274385,0.0,0.0,81,18526,71.0,76.0,73.0
2011,10,23,3,3,12.0,93.0,1016.0,13.0,2,0.0033479846628635557,0.0,0.0,414,18527,341.0,354.0,383.0
2015,1,27,3,4,-22.0,26.0,1038.0,-6.0,1,0.11704853642569905,0.0,0.0,10,18528,9.0,12.0,11.0
2011,8,12,13,2,24.0,62.0,1002.0,32.0,2,0.011708594407556346,0.0,0.0,159,18529,195.0,191.0,197.0
2012,10,5,13,3,6.0,31.0,1018.0,24.0,2,0.005854297203778173,0.0,0.0,16,18530,16.0,16.0,14.0
